SorterID,PileName,Statement_1,Statement_2,Statement_3,Statement_4,Statement_5,Statement_6,Statement_7,Statement_8,Statement_9,Statement_10,Statement_11,Statement_12,Statement_13,Statement_14,Statement_15,Statement_16,Statement_17,Statement_18,Statement_19,Statement_20,Statement_21,Statement_22,Statement_23,Statement_24,Statement_25,Statement_26,Statement_27,Statement_28,Statement_29,Statement_30,Statement_31,Statement_32,Statement_33,Statement_34,Statement_35,Statement_36,Statement_37,Statement_38,Statement_39,Statement_40,Statement_41,Statement_42,Statement_43,Statement_44,Statement_45
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 43. Ensuring accessibility and translation:Right",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 44. AI could help improve accuracy:Right",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 45. Embed research / quality improvement into all areas:Right",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 46. ""Garbage in, garbage out"" - data that the AI model is trained on must be good, clean, large and diverse:Right",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 47. Concerns with attrition of skills in healthcare providers:Right",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 48. Preservation of human touch:Right",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 49. Loss of human connection/interactions:Right",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 50. Summarization of large amounts of text or data - increases digestability/highlighting key points:Right",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 51. Collate large databases:Right",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 52. AI could engender issues with trust:Right",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 53. Pooling large volume of data can improve accuracy of AI system and allow for more timely diagnosis and treatment recommendation:Right",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 54. Concerns with responsibility accountability of AI recommendations:Right",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 55. AI hallucinations:Right",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 56. Multidisciplinary collaboration and training in developing AI models:Right",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 57. 24/7 availability, AI doesn’t get tired or brain fog:Right",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 58. Noticing patterns and new things humans haven’t noticed:Right",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 59. Prediction/prognosis/treatment recommendations:Right",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 60. Concerns with standards for quality, accuracy, etc.:Right",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 61. Concerns with power outages and down time procedures:Right",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 62. Increased opportunities for innovation:Right",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 63. Distress is nuanced and often detected in the unsaid of human communication and in a trusting therapeutic relationship:Right",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 64. Personalization of AI support tools for patients:Right",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 65. Concerns with difficulty to know older data for training and missing new breakthrough information:Right",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 66. Concerns with consent of patient:Right",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 67. Racism bias through research (history of medical research):Right",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 68. Phased roll-out: Start with simple, ""low stakes"" tasks continue in stages",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 69. Reduce admin burden:Right",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 70. Potential in navigation and directing to self-management resources:Right",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 71. Over reliance by physicians and reduced problem solving skills:Right",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 72. Ability to make text/conversation more digestable for patients (less technical):Right",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 73. Ensuring clinical validation of AI tools:Right",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 74. Concerns with maintaining up to date information, sources and programming:Right",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 75. Data privacy concerns:Right",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 76. Triage diagnostic results for clinicians:Right",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 77. Concerns with going too far and can’t come back:Right",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 78. Control of data by corporations:Right",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 79. AI could help address the human health resources issue:Right",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 80. Faster assessments to inform decision-making:Right",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 81. Concerns with transparency:Right",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 82. AI could make mistakes:Right",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 83. Concerns with stability of the system (during virus attack, power outage, system interruption):Right",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Statement Grouping Task.
Please group the statements into groups in a way that makes sense to you. You may use any numbers of groups, provided that:


     a) At least one group contains more than one statement
     b) There is more than one group
     c) There is no “miscellaneous” group

Please disregard the numbering of statements. - 84. Live translation and/or transcription of conversations:Right",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
